can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,463210,0,0,0,0,-24.3,-11,"[{'offset': 0, 'projected_percent': '-27.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-46.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-64.7', 'likelihood': -3}]",,False,0,3,1.0,1.0,1,Shea,1.0,580,False,,,50,463210.jpg,1.0,False,Charles,0.1,False,,a,10,54,2,453,94,1120,312,0.2,0.4,Charles,,242.0,2026-08-11,2003-11-05,False,p463210,45,0,0,0,1,0,0,0,0,0,0,0,7,3.4,1.3,0.0,0.5,1,3,1,5,0,0.11,0.03,0.14,1.58,,,,,,,[],,234,104,209,118,460,173,256,116,0.22,0.0,0.06,0.28,3.16,2.0,317,188,233,108,269,119,440,177,0.0,0.0,10.0
True,True,75.0,75.0,547686,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-09-06T21:39:13.973938Z,False,0,2,0.0,0.0,0,Luc,0.0,610,False,Unspecified injury - 75% chance of playing,2026-08-28T11:30:08.336405Z,40,547686.jpg,0.0,False,De Fougerolles,0.1,False,,d,10,54,0,3825,774,1008,534,0.0,0.0,De Fougerolles,,39.0,2023-07-19,2005-10-12,False,p547686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,322,124,322,126,244,95,339,125,0.0,0.0,0.0,0.0,0.0,0.0,608,190,390,138,390,138,437,153,0.0,0.0,0.0
True,True,,,616069,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0', 'likelihood': 0}]",2026-09-12T18:34:14.871572Z,True,0,3,1.0,1.0,0,Macauley,0.0,626,False,,,45,616069.jpg,0.0,False,Zepa,0.0,False,,a,10,54,0,134,134,13,13,0.0,0.0,Zepa,,,,,False,p616069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,423,156,429,166,370,125,439,163,0.0,0.0,0.0,0.0,0.0,0.0,537,270,482,191,482,191,616,270,0.0,0.0,0.0
True,True,,,167825,0,0,0,0,-11.2,-7,"[{'offset': 0, 'projected_percent': '-11.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.7', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Dillon,0.0,273,False,,,40,167825.jpg,0.0,False,Phillips,1.5,False,,a,11,88,0,4995,1880,9474,2380,0.0,0.0,Phillips,,241.0,2025-07-01,1995-06-11,False,p167825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,293,31,291,11,209,11,309,31,0.0,0.0,0.0,0.0,0.0,0.0,567,59,362,32,362,32,154,23,0.0,0.0,0.0
True,True,0.0,0.0,105666,0,0,0,0,-38.9,-15,"[{'offset': 0, 'projected_percent': '-40.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-48.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-56.4', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,Jack,0.0,274,False,Arm injury - Unknown return date,2026-08-08T19:00:05.601633Z,45,105666.jpg,0.0,False,Butland,0.1,False,,i,11,88,0,161,37,2225,487,0.0,0.0,Butland,,241.0,2026-07-02,1993-03-10,False,p105666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,342,45,345,27,272,27,359,45,0.0,0.0,0.0,0.0,0.0,0.0,415,26,409,46,409,46,429,46,0.0,0.0,0.0
True,False,0.0,0.0,494950,0,0,0,0,0.0,-1,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Harvey,0.0,275,False,Has joined Grimsby Town on loan for the rest of the season,2026-07-29T13:00:27.959925Z,40,494950.jpg,0.0,False,Cartwright,0.0,False,,u,11,88,0,0,0,142,31,0.0,0.0,Cartwright,,241.0,2020-07-01,2002-05-09,False,p494950,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,313,40,313,20,234,20,330,40,0.0,0.0,0.0,0.0,0.0,0.0,598,68,381,41,381,41,594,69,0.0,0.0,0.0
True,False,0.0,0.0,444307,0,0,0,0,0.0,-4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Thimothée,0.0,276,False,Has joined Colchester United on loan for the rest of the season,2026-08-17T13:50:27.125537Z,40,444307.jpg,0.0,False,Lo-Tutala,0.0,False,,u,11,88,0,0,0,482,99,0.0,0.0,Lo-Tutala,,73.0,2023-07-01,2003-02-13,False,p444307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,306,37,306,17,225,17,323,37,0.0,0.0,0.0,0.0,0.0,0.0,587,65,374,38,374,38,532,59,0.0,0.0,0.0
True,True,,,108416,0,0,0,0,29.4,2298,"[{'offset': 0, 'projected_percent': '34.5', 'likelihood': 2}, {'offset': 1, 'projected_percent': '66.1', 'likelihood': 3}, {'offset': 2, 'projected_percent': '97.6', 'likelihood': 4}]",,False,0,2,8.5,8.5,9,John,8.5,277,True,,,40,108416.jpg,8.5,False,Egan,2.6,False,,a,11,88,17,102723,59786,16617,5410,2.1,4.2,Egan,,104.0,2025-02-03,1992-10-20,False,p108416,180,0,0,2,0,0,0,0,0,0,0,1,52,43.4,0.1,2.0,4.6,32,4,2,34,2,0.00,0.00,0.00,3.12,,,,,,,[],,19,7,272,100,154,50,86,30,0.0,0.0,0.0,0.0,1.56,0.0,560,155,9,3,15,6,112,44,1.0,1.0,17.0
True,True,0.0,0.0,501902,0,0,0,0,-48.3,-23,"[{'offset': 0, 'projected_percent': '-50.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.4', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Charlie,0.0,278,False,Groin injury - Unknown return date,2026-08-02T09:00:11.030017Z,40,501902.jpg,0.0,False,Hughes,0.1,False,,i,11,88,0,131,32,2848,528,0.0,0.0,Hughes,,241.0,2024-08-16,2003-10-16,False,p501902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,316,119,316,121,237,89,333,120,0.0,0.0,0.0,0.0,0.0,0.0,601,184,384,133,384,133,415,147,0.0,0.0,0.0
True,True,100.0,100.0,146426,0,0,0,0,77.9,6726,"[{'offset': 0, 'projected_percent': '92.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '185.3', 'likelihood': 5}, {'offset': 2, 'projected_percent': '277.6', 'likelihood': 5}]",,False,1,2,10.0,10.0,6,Semi,10.0,279,True,,2026-08-22T17:30:07.668197Z,40,146426.jpg,10.0,False,Ajayi,4.0,False,,a,11,88,20,228206,148800,23471,7878,2.5,5.0,Ajayi,,157.0,2025-07-01,1993-11-09,False,p146426,153,1,0,2,0,0,0,0,0,0,0,2,63,44.2,0.2,35.0,7.9,12,8,2,14,2,0.52,0.00,0.52,2.15,,,,,,,[],,14,4,267,97,20,4,32,7,0.31,0.0,0.0,0.31,1.26,0.0,563,157,3,1,7,3,88,35,1.18,1.18,8.24
True,True,75.0,100.0,193278,0,0,0,0,-15.7,-82,"[{'offset': 0, 'projected_percent': '-17.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-27.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-38.1', 'likelihood': -2}]",,False,0,2,2.2,3.0,0,Lewie,3.0,280,False,Unspecified injury - 75% chance of playing,2026-08-29T16:30:08.151841Z,40,193278.jpg,3.0,False,Coyle,0.6,False,,d,11,88,6,3297,674,7335,2254,0.8,1.5,Coyle,,241.0,2020-08-07,1995-10-15,False,p193278,114,0,0,1,0,0,0,0,1,0,0,0,25,5.8,11.3,0.0,1.7,5,4,1,6,2,0.00,0.01,0.01,2.25,,,,,,,[],,203,89,114,33,215,75,196,77,0.0,0.0,0.01,0.01,1.78,0.0,573,164,92,35,102,37,238,90,1.58,0.79,4.74
True,True,100.0,100.0,433590,0,0,0,0,0.0,10,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.3', 'likelihood': 1}]",,False,0,2,1.0,1.0,1,Cody,1.0,281,False,,2026-08-08T19:00:05.613036Z,40,433590.jpg,1.0,False,Drameh,0.1,False,,a,11,88,2,1380,272,635,222,0.2,0.5,Drameh,,241.0,2024-07-23,2001-12-08,False,p433590,65,0,0,0,0,0,0,0,0,0,0,0,8,2.2,0.0,1.0,0.3,5,4,1,6,0,0.05,0.00,0.05,0.87,,,,,,,[],,245,97,303,113,188,64,273,98,0.07,0.0,0.0,0.07,1.2,0.0,584,172,206,68,225,72,462,164,0.0,0.0,8.31
True,True,,,232351,0,0,0,0,4.9,139,"[{'offset': 0, 'projected_percent': '5.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '7.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '9.0', 'likelihood': 1}]",,False,0,2,6.0,6.0,6,Ryan,6.0,282,False,,,40,232351.jpg,6.0,False,Giles,0.9,False,,a,11,88,12,17482,4590,5550,1359,1.5,3.0,Giles,,241.0,2024-06-27,2000-01-26,False,p232351,174,0,0,2,0,0,0,0,0,0,0,0,45,13.8,18.8,4.0,3.7,6,5,2,8,2,0.02,0.14,0.16,3.05,1.0,,1.0,,,,[],,125,57,66,20,130,42,110,39,0.01,0.0,0.07,0.08,1.58,0.0,581,171,29,9,35,12,199,76,1.03,1.03,4.14
True,True,0.0,0.0,449428,0,0,0,0,-29.0,-2,"[{'offset': 0, 'projected_percent': '-30.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-39.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-48.2', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Matty,0.0,283,False,Hip injury - Expected back 5 Sep,2026-08-02T09:00:11.038361Z,40,449428.jpg,0.0,False,Jacob,0.0,False,,i,11,88,0,84,27,283,55,0.0,0.0,Jacob,,241.0,2019-07-01,2001-06-03,False,p449428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,307,113,307,115,226,81,324,114,0.0,0.0,0.0,0.0,0.0,0.0,588,174,375,127,375,127,582,199,0.0,0.0,0.0
True,True,,,661800,0,0,0,0,-12.9,3,"[{'offset': 0, 'projected_percent': '-12.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-6.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.6', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Cathal,0.0,284,False,,,40,661800.jpg,0.0,False,McCarthy,0.1,False,,a,11,88,0,948,273,1307,348,0.0,0.0,McCarthy,,,,,False,p661800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,337,138,338,141,261,111,354,139,0.0,0.0,0.0,0.0,0.0,0.0,626,207,404,151,404,151,443,156,0.0,0.0,0.0
True,True,,,160817,0,0,0,0,-4.3,-13,"[{'offset': 0, 'projected_percent': '-6.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-21.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-36.0', 'likelihood': -2}]",,False,0,2,0.5,0.5,0,Paddy,0.5,285,False,,,40,160817.jpg,1.0,False,McNair,0.1,False,,a,11,88,1,847,201,1101,411,0.1,0.2,McNair,,242.0,2026-01-28,1995-04-27,False,p160817,26,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.0,0.0,0.4,2,1,0,2,0,0.00,0.00,0.00,0.96,,,,,,,[],,220,91,290,105,208,70,261,96,0.0,0.0,0.0,0.0,3.32,0.0,565,158,262,85,221,68,394,141,0.0,0.0,6.92
True,True,,,540324,0,0,0,0,7.7,193,"[{'offset': 0, 'projected_percent': '8.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '10.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '13.4', 'likelihood': 1}]",,False,0,3,4.5,4.5,6,Mohamed,4.5,286,False,,,50,540324.jpg,4.5,False,Belloumi,0.7,False,,a,11,88,9,21253,7363,5947,1916,0.9,1.8,Belloumi,,3.0,2024-08-30,2002-06-01,False,p540324,172,0,1,2,0,0,0,0,0,0,0,0,31,10.6,2.2,7.0,2.0,6,8,6,20,2,0.17,0.05,0.22,2.94,3.0,,2.0,,,,[],,159,57,181,106,107,55,179,81,0.09,0.0,0.03,0.12,1.54,0.0,367,217,64,32,74,36,226,76,1.05,1.05,10.47
True,True,,,232905,0,0,0,0,0.2,45,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.5', 'likelihood': 1}]",,False,0,3,3.0,3.0,6,Liam,3.0,287,False,,,50,232905.jpg,3.0,False,Millar,0.1,False,,a,11,88,6,1592,1287,1267,280,0.6,1.2,Millar,,39.0,2024-08-09,1999-09-27,False,p232905,50,1,0,0,0,0,0,0,1,0,0,0,26,2.0,0.3,2.0,0.4,2,1,1,4,0,0.58,0.00,0.58,0.87,,,,,,,[],,252,114,259,136,169,83,265,121,1.04,0.0,0.0,1.04,1.57,0.0,290,175,98,44,109,46,456,183,0.0,0.0,7.2
True,True,,,171270,0,0,0,0,-23.8,58,"[{'offset': 0, 'projected_percent': '-20.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.9', 'likelihood': 1}]",,False,0,3,0.0,0.0,0,Kieran,0.0,288,False,,,45,171270.jpg,0.0,False,Dowell,0.4,False,,a,11,88,0,3120,1404,5881,1623,0.0,0.0,Dowell,,241.0,2026-01-23,1997-10-10,False,p171270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,352,137,356,147,283,103,369,144,0.0,0.0,0.0,0.0,0.0,0.0,431,247,419,172,419,172,283,91,0.0,0.0,0.0
True,True,75.0,,101282,0,0,0,0,1.4,-146,"[{'offset': 0, 'projected_percent': '1.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-7.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-24.0', 'likelihood': -2}]",,False,0,3,0.8,1.0,0,Matt,1.0,289,False,Thigh injury - 75% chance of playing,2026-08-29T15:00:08.569326Z,45,101282.jpg,2.0,False,Crooks,0.7,False,,d,11,88,2,11963,1822,10038,4348,0.2,0.4,Crooks,,241.0,2025-01-10,1994-01-20,False,p101282,90,0,0,1,0,0,0,0,1,0,0,0,9,19.0,2.4,0.0,2.1,4,1,4,9,1,0.00,0.00,0.00,1.83,,,,,,,[],https://www.wearehullcity.co.uk/news/2026/august/29/team-news-coventry-city-a/,89,29,171,101,271,100,169,77,0.0,0.0,0.0,0.0,1.83,0.0,414,244,212,98,152,70,231,77,1.0,1.0,9.0
True,True,,,243413,0,0,0,0,42.7,684,"[{'offset': 0, 'projected_percent': '44.2', 'likelihood': 3}, {'offset': 1, 'projected_percent': '53.6', 'likelihood': 3}, {'offset': 2, 'projected_percent': '63.0', 'likelihood': 3}]",,False,0,3,4.0,4.0,2,Regan,4.0,290,False,,,45,243413.jpg,4.0,False,Slater,4.2,False,,a,11,88,8,132560,40189,35936,13562,0.9,1.8,Slater,,241.0,2022-01-27,1999-09-11,False,p243413,180,0,1,2,0,0,0,0,1,0,0,0,26,18.4,19.3,0.0,3.8,2,6,5,13,2,0.00,0.45,0.45,3.12,2.0,,,,,,[],,94,33,63,41,306,106,106,55,0.0,0.0,0.22,0.22,1.56,0.0,462,250,75,35,83,38,83,27,1.0,1.0,6.5
True,True,0.0,0.0,465525,0,0,0,0,-8.7,0,"[{'offset': 0, 'projected_percent': '-8.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.7', 'likelihood': -1}]",,False,0,3,0.0,0.0,0,Eliot,0.0,291,False,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,45,465525.jpg,0.0,False,Matazo,0.0,False,,i,11,88,0,91,27,136,40,0.0,0.0,Matazo,,21.0,2025-01-23,2002-02-15,False,p465525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,377,140,382,150,317,108,394,147,0.0,0.0,0.0,0.0,0.0,0.0,478,252,440,175,440,175,601,257,0.0,0.0,0.0
True,True,,,208481,0,0,0,0,-65.8,-3,"[{'offset': 0, 'projected_percent': '-70.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-96.2', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-122.3', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Abdülkadir,0.0,292,False,,,50,208481.jpg,0.0,False,Ömür,0.0,False,,a,11,88,0,277,68,523,136,0.0,0.0,Ömür,,219.0,2024-02-01,1999-06-25,False,p208481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,461,179,469,188,414,151,477,186,0.0,0.0,0.0,0.0,0.0,0.0,263,162,510,209,510,209,566,235,0.0,0.0,0.0
True,False,0.0,0.0,490161,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Abu,0.0,293,False,Has joined Portsmouth permanently,2026-08-12T14:08:23.542043Z,50,490161.jpg,0.0,False,Kamara,0.0,False,,u,11,88,0,0,0,234,37,0.0,0.0,Kamara,,241.0,2024-08-30,2003-07-21,False,p490161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,505,204,517,213,474,180,521,211,0.0,0.0,0.0,0.0,0.0,0.0,335,196,545,227,545,227,611,266,0.0,0.0,0.0
True,True,0.0,0.0,553783,0,0,0,0,-31.7,-4,"[{'offset': 0, 'projected_percent': '-32.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-34.1', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-36.2', 'likelihood': -2}]",,False,0,3,0.0,0.0,0,Óscar,0.0,294,False,Thigh injury - Unknown return date,2026-08-04T18:30:11.016909Z,45,553783.jpg,0.0,False,Zambrano,0.1,False,,i,11,88,0,837,346,2824,675,0.0,0.0,Zambrano,,62.0,2026-07-21,2004-04-20,False,p553783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,404,148,411,158,349,116,420,155,0.0,0.0,0.0,0.0,0.0,0.0,513,260,464,183,464,183,416,164,0.0,0.0,0.0
True,True,,,169432,0,0,0,0,31.4,-133,"[{'offset': 0, 'projected_percent': '31.1', 'likelihood': 2}, {'offset': 1, 'projected_percent': '29.2', 'likelihood': 2}, {'offset': 2, 'projected_percent': '27.4', 'likelihood': 2}]",,False,0,4,3.0,3.0,1,Oli,3.0,295,False,,,55,169432.jpg,3.0,False,McBurnie,2.2,False,,a,11,88,6,94005,11364,28773,12832,0.5,1.1,McBurnie,,243.0,2025-08-06,1996-06-04,False,p169432,180,0,1,2,0,0,0,0,1,0,0,0,28,17.2,21.1,52.0,9.0,3,6,0,9,2,0.16,0.02,0.18,3.12,,,,,1.0,,[],,100,10,61,4,6,2,21,5,0.08,0.0,0.01,0.09,1.56,0.0,125,31,102,12,113,17,127,20,1.0,1.0,4.5
True,True,,,213292,0,0,0,0,0.0,-2,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-3.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-11.7', 'likelihood': -1}]",,False,0,3,0.0,0.0,0,David,0.0,296,False,,,50,213292.jpg,0.0,False,Akintola,0.0,False,,a,11,88,0,1315,401,1381,441,0.0,0.0,Akintola,,157.0,2025-08-15,1996-01-13,False,p213292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,463,180,471,189,417,153,479,187,0.0,0.0,0.0,0.0,0.0,0.0,268,166,512,210,512,210,502,207,0.0,0.0,0.0
True,True,0.0,0.0,470294,0,0,0,0,-41.6,-6,"[{'offset': 0, 'projected_percent': '-43.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-57.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-70.3', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Darko,0.0,297,False,Thigh injury - Unknown return date,2026-08-04T18:30:11.027155Z,45,470294.jpg,0.0,False,Gyabi,0.0,False,,i,11,88,0,102,38,678,152,0.0,0.0,Gyabi,,241.0,2025-09-01,2004-02-18,False,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,378,141,383,151,318,109,395,148,0.0,0.0,0.0,0.0,0.0,0.0,479,253,441,176,441,176,548,225,0.0,0.0,0.0
True,False,0.0,0.0,500957,0,0,0,0,0.0,-59,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Enis,0.0,298,False,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,45,500957.jpg,0.0,False,Destan,0.3,False,,u,11,88,0,0,0,10974,2108,0.0,0.0,Destan,,219.0,2025-08-01,2002-06-15,False,p500957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,390,26,397,34,335,32,406,35,0.0,0.0,0.0,0.0,0.0,0.0,498,64,450,44,450,44,298,51,0.0,0.0,0.0
True,False,0.0,0.0,534392,0,0,0,0,0.0,-24,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Mason,0.0,299,False,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,45,534392.jpg,0.0,False,Burstow,0.0,False,,u,11,88,0,0,0,1528,318,0.0,0.0,Burstow,,241.0,2024-08-16,2003-08-04,False,p534392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,398,27,405,35,343,33,414,36,0.0,0.0,0.0,0.0,0.0,0.0,506,65,458,45,458,45,493,66,0.0,0.0,0.0
True,True,0.0,0.0,462635,0,0,0,0,-49.6,0,"[{'offset': 0, 'projected_percent': '-49.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-49.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-49.6', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Joe,0.0,340,False,Ankle injury - Expected back 5 Sep,2026-08-17T21:30:07.799839Z,50,462635.jpg,0.0,False,Gelhardt,0.0,False,,i,11,88,0,61,16,366,78,0.0,0.0,Gelhardt,,241.0,2026-08-15,2002-05-04,False,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,496,197,506,206,459,172,512,204,0.0,0.0,0.0,0.0,0.0,0.0,316,187,538,222,538,222,586,248,0.0,0.0,0.0
True,True,,,169359,0,0,0,0,-22.7,-64,"[{'offset': 0, 'projected_percent': '-23.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-27.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-31.7', 'likelihood': -2}]",,False,0,2,0.5,0.5,0,Matt,0.5,556,False,,,40,169359.jpg,1.0,False,Targett,2.2,False,,a,11,88,1,7707,2314,22166,6725,0.1,0.2,Targett,,241.0,2026-07-23,1995-09-18,False,p169359,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0,1,0,0,0,0.00,0.00,0.00,0.07,,,,,,,[],,271,101,292,106,210,71,310,106,0.0,0.0,0.0,0.0,1.26,0.0,568,160,264,87,223,70,124,50,0.0,0.0,0.0
